id_number,sentence,item,condition,voice,frequency_syn,synonym,judgment,len
881,882,La prima donna ha adorato lo strumentista.  ,hp,AA-rev,active,low,ho_hp_low,reversible,7
882,883,La prima donna è stata adorata dallo strumentista.  ,hp,AA-rev,passive,low,ho_hp_low,reversible,8
883,884,Lo strumentista è stato adorato dalla prima donna.  ,hp,AA-rev,passive,low,ho_hp_low,reversible,8
884,885,Il generale ha salutato l’eroe.  ,hq,AA-rev,active,high,hq_hr_high,reversible,5
885,886,L’eroe ha salutato il generale.  ,hq,AA-rev,active,high,hq_hr_high,reversible,5
886,887,L’eroe è stato salutato dal generale.  ,hq,AA-rev,passive,high,hq_hr_high,reversible,6
887,888,Il generale è stato salutato dall’eroe.  ,hq,AA-rev,passive,high,hq_hr_high,reversible,6
888,889,Il comandante ha accolto il campione.  ,hr,AA-rev,active,low,hq_hr_low,reversible,6
889,890,Il campione ha accolto il comandante.  ,hr,AA-rev,active,low,hq_hr_low,reversible,6
890,891,Il campione è stato accolto dal comandante.  ,hr,AA-rev,passive,low,hq_hr_low,reversible,7
891,892,Il comandante è stato accolto dal campione.  ,hr,AA-rev,passive,low,hq_hr_low,reversible,7
892,893,Il ciabattino ha disprezzato lo scalpellino.  ,hs,AA-rev,active,low,hs_ht_low,reversible,6
893,894,Lo scalpellino ha disprezzato il ciabattino.  ,hs,AA-rev,active,low,hs_ht_low,reversible,6
894,895,Lo scalpellino è stato disprezzato dal ciabattino.  ,hs,AA-rev,passive,low,hs_ht_low,reversible,7
895,896,Il ciabattino è stato disprezzato dallo scalpellino.  ,hs,AA-rev,passive,low,hs_ht_low,reversible,7
896,897,Il calzolaio ha umiliato il muratore.  ,ht,AA-rev,active,high,hs_ht_high,reversible,6
897,898,Il muratore ha umiliato il calzolaio.  ,ht,AA-rev,active,high,hs_ht_high,reversible,6
898,899,Il muratore è stato umiliato dal calzolaio.  ,ht,AA-rev,passive,high,hs_ht_high,reversible,7
899,900,Il calzolaio è stato umiliato dal muratore.  ,ht,AA-rev,passive,high,hs_ht_high,reversible,7
900,901,Il postino ha notato il cappellano.  ,hu,AA-rev,active,high,hu_hv_high,reversible,6
901,902,Il cappellano ha notato il postino.  ,hu,AA-rev,active,high,hu_hv_high,reversible,6
902,903,Il cappellano è stato notato dal postino.  ,hu,AA-rev,passive,high,hu_hv_high,reversible,7
903,904,Il postino è stato notato dal cappellano.  ,hu,AA-rev,passive,high,hu_hv_high,reversible,7
904,905,Il portalettere ha visto il pastore.  ,hv,AA-rev,active,low,hu_hv_low,reversible,6
905,906,Il pastore ha visto il portalettere.  ,hv,AA-rev,active,low,hu_hv_low,reversible,6
906,907,Il pastore è stato visto dal portalettere.  ,hv,AA-rev,passive,low,hu_hv_low,reversible,7
907,908,Il portalettere è stato visto dal pastore.  ,hv,AA-rev,passive,low,hu_hv_low,reversible,7
908,909,Il compositore ha invidiato il drammaturgo.  ,hw,AA-rev,active,low,hw_hy_low,reversible,6
909,910,Il drammaturgo ha invidiato il compositore.  ,hw,AA-rev,active,low,hw_hy_low,reversible,6
910,911,Il drammaturgo è stato invidiato dal compositore.  ,hw,AA-rev,passive,low,hw_hy_low,reversible,7
911,912,Il compositore è stato invidiato dal drammaturgo.  ,hw,AA-rev,passive,low,hw_hy_low,reversible,7
912,913,Il paroliere ha invidiato il commediografo.  ,hy,AA-rev,active,high,hw_hy_high,reversible,6
913,914,Il commediografo ha invidiato il paroliere.  ,hy,AA-rev,active,high,hw_hy_high,reversible,6
914,915,Il commediografo è stato invidiato dal paroliere.  ,hy,AA-rev,passive,high,hw_hy_high,reversible,7
915,916,Il paroliere è stato invidiato dal commediografo.  ,hy,AA-rev,passive,high,hw_hy_high,reversible,7
916,917,Il dittatore ha fatto infuriare i residenti.  ,hz,AA-rev,active,high,hz_ia_high,reversible,7
917,918,I residenti hanno fatto infuriare il dittatore.  ,hz,AA-rev,active,high,hz_ia_high,reversible,7
918,919,I residenti sono stati fatti infuriare dal dittatore.  ,hz,AA-rev,passive,high,hz_ia_high,reversible,8
919,920,Il dittatore è stato fatto infuriare dai residenti.  ,hz,AA-rev,passive,high,hz_ia_high,reversible,8
920,921,Il despota ha fatto adirare i cittadini.  ,ia,AA-rev,active,low,hz_ia_low,reversible,7
921,922,I cittadini hanno fatto adirare il despota.  ,ia,AA-rev,active,low,hz_ia_low,reversible,7
922,923,I cittadini sono stati fatti adirare dal despota.  ,ia,AA-rev,passive,low,hz_ia_low,reversible,8
923,924,Il despota è stato fatto adirare dai cittadini.  ,ia,AA-rev,passive,low,hz_ia_low,reversible,8
924,925,Il missionario ha confuso l’oracolo.  ,ib,AA-rev,active,high,ib_ic_high,reversible,5
925,926,L’oracolo ha confuso il missionario.  ,ib,AA-rev,active,high,ib_ic_high,reversible,5
926,927,L’oracolo è stato confuso dal missionario.  ,ib,AA-rev,passive,high,ib_ic_high,reversible,6
927,928,Il missionario è stato confuso dall’oracolo.  ,ib,AA-rev,passive,high,ib_ic_high,reversible,6
928,929,L’evangelista ha fuorviato l’indovino.  ,ic,AA-rev,active,low,ib_ic_low,reversible,4
929,930,L’indovino ha fuorviato l’evangelista.  ,ic,AA-rev,active,low,ib_ic_low,reversible,4
930,931,L’indovino è stato fuorviato dall’evangelista.  ,ic,AA-rev,passive,low,ib_ic_low,reversible,5
931,932,L’evangelista è stato fuorviato dall’indovino.  ,ic,AA-rev,passive,low,ib_ic_low,reversible,5
932,933,L’intruso ha strozzato il soldato.  ,id,AA-rev,active,high,id_ie_high,reversible,5
933,934,Il soldato ha strozzato l’intruso.  ,id,AA-rev,active,high,id_ie_high,reversible,5
934,935,Il soldato è stato strozzato dall’intruso.  ,id,AA-rev,passive,high,id_ie_high,reversible,6
935,936,L’intruso è stato strozzato dal soldato.  ,id,AA-rev,passive,high,id_ie_high,reversible,6
936,937,L’invasore ha strangolato il guerriero.  ,ie,AA-rev,active,low,id_ie_low,reversible,5
937,938,Il guerriero ha strangolato l’invasore.  ,ie,AA-rev,active,low,id_ie_low,reversible,5
938,939,Il guerriero è stato strangolato dall’invasore.  ,ie,AA-rev,passive,low,id_ie_low,reversible,6
939,940,L’invasore è stato strangolato dal guerriero.  ,ie,AA-rev,passive,low,id_ie_low,reversible,6
940,941,Il mediatore ha presentato il donatore.  ,if,AA-rev,active,high,if_ig_high,reversible,6
941,942,Il donatore ha presentato il mediatore.  ,if,AA-rev,active,high,if_ig_high,reversible,6
942,943,Il donatore è stato presentato dal mediatore.  ,if,AA-rev,passive,high,if_ig_high,reversible,7
943,944,Il mediatore è stato presentato dal donatore.  ,if,AA-rev,passive,high,if_ig_high,reversible,7
944,945,Il rivenditore ha presentato lo sponsor.  ,ig,AA-rev,active,low,if_ig_low,reversible,6
945,946,Lo sponsor ha presentato il rivenditore.  ,ig,AA-rev,active,low,if_ig_low,reversible,6
946,947,Lo sponsor è stato presentato dal rivenditore.  ,ig,AA-rev,passive,low,if_ig_low,reversible,7
947,948,Il rivenditore è stato presentato dallo sponsor.  ,ig,AA-rev,passive,low,if_ig_low,reversible,7
948,949,Il medico ha lodato il preside.  ,ih,AA-rev,active,high,ih_ij_high,reversible,6
949,950,Il preside ha lodato il medico.  ,ih,AA-rev,active,high,ih_ij_high,reversible,6
950,951,Il preside è stato lodato dal medico.  ,ih,AA-rev,passive,high,ih_ij_high,reversible,7
951,952,Il medico è stato lodato dal preside.  ,ih,AA-rev,passive,high,ih_ij_high,reversible,7
952,953,Lo psichiatra ha applaudito il rettore.  ,ij,AA-rev,active,low,ih_ij_low,reversible,6
953,954,Il rettore ha applaudito lo psichiatra.  ,ij,AA-rev,active,low,ih_ij_low,reversible,6
954,955,Il rettore è stato applaudito dallo psichiatra.  ,ij,AA-rev,passive,low,ih_ij_low,reversible,7
955,956,Lo psichiatra è stato applaudito dal rettore.  ,ij,AA-rev,passive,low,ih_ij_low,reversible,7
956,957,Il rifugiato ha provocato il senzatetto.  ,ik,AA-rev,active,high,ik_il_high,reversible,6
957,958,Il senzatetto ha provocato il rifugiato.  ,ik,AA-rev,active,high,ik_il_high,reversible,6
958,959,Il senzatetto è stato provocato dal rifugiato.  ,ik,AA-rev,passive,high,ik_il_high,reversible,7
959,960,Il rifugiato è stato provocato dal senzatetto.  ,ik,AA-rev,passive,high,ik_il_high,reversible,7
960,961,Il richiedente asilo ha stuzzicato il vagabondo.  ,il,AA-rev,active,low,ik_il_high,reversible,7
961,962,Il vagabondo ha stuzzicato il richiedente asilo.  ,il,AA-rev,active,low,ik_il_high,reversible,7
962,963,Il vagabondo è stato stuzzicato dal richiedente asilo.  ,il,AA-rev,passive,low,ik_il_high,reversible,8
963,964,Il richiedente asilo è stato stuzzicato dal vagabondo.  ,il,AA-rev,passive,low,ik_il_high,reversible,8
964,965,L’interprete ha truffato il messaggero.  ,im,AA-rev,active,high,im_in_high,reversible,5
965,966,Il messaggero ha truffato l’interprete.  ,im,AA-rev,active,high,im_in_high,reversible,5
966,967,Il messaggero è stato truffato dall’interprete.  ,im,AA-rev,passive,high,im_in_high,reversible,6
967,968,L’interprete è stato truffato dal messaggero.  ,im,AA-rev,passive,high,im_in_high,reversible,6
968,969,Il traduttore ha ingannato il corriere.  ,in,AA-rev,active,low,im_in_low,reversible,6
969,970,Il corriere ha ingannato il traduttore.  ,in,AA-rev,active,low,im_in_low,reversible,6
970,971,Il corriere è stato ingannato dal traduttore.  ,in,AA-rev,passive,low,im_in_low,reversible,7
971,972,Il traduttore è stato ingannato dal corriere.  ,in,AA-rev,passive,low,im_in_low,reversible,7
972,973,Il delinquente odiava il governatore.  ,io,AA-rev,active,high,io_ip_high,reversible,5
973,974,Il governatore odiava il delinquente.,io,AA-rev,active,high,io_ip_high,reversible,5
974,975,Il governatore è stato odiato dal delinquente.,io,AA-rev,passive,high,io_ip_high,reversible,7
975,976,Il delinquente è stato odiato dal governatore.,io,AA-rev,passive,high,io_ip_high,reversible,7
976,977,Il malvivente ha aborrito il cancelliere.,ip,AA-rev,active,low,io_ip_low,reversible,6
977,978,Il cancelliere ha aborrito il malvivente.,ip,AA-rev,active,low,io_ip_low,reversible,6
978,979,Il cancelliere è stato aborrito dal malvivente.,ip,AA-rev,passive,low,io_ip_low,reversible,7
979,980,Il malvivente è stato aborrito dal cancelliere.,ip,AA-rev,passive,low,io_ip_low,reversible,7
980,981,Il responsabile ha convinto il cliente.,iq,AA-rev,active,high,iq_ir_high,reversible,6
981,982,Il cliente ha convinto il reponsabile.,iq,AA-rev,active,high,iq_ir_high,reversible,6
982,983,Il cliente è stato convinto dal reponsabile.,iq,AA-rev,passive,high,iq_ir_high,reversible,7
983,984,Il responsabile è stato convinto dal cliente.,iq,AA-rev,passive,high,iq_ir_high,reversible,7
984,985,L’organizzatore ha persuaso l’acquirente.,ir,AA-rev,active,low,iq_ir_low,reversible,4
985,986,L’acquirente ha persuaso l’organizzatore.,ir,AA-rev,active,low,iq_ir_low,reversible,4
986,987,L’acquirente è stato persuaso dall’organizzatore.,ir,AA-rev,passive,low,iq_ir_low,reversible,5
987,988,L’organizzatore è stato persuaso dall’acquirente.,ir,AA-rev,passive,low,iq_ir_low,reversible,5
988,989,Il mago ha protetto lo gnomo.,is,AA-rev,active,high,is_it_high,reversible,6
989,990,Lo gnomo ha protetto il mago.,is,AA-rev,active,high,is_it_high,reversible,6
990,991,Lo gnomo è stato protetto dal mago.,is,AA-rev,passive,high,is_it_high,reversible,7
991,992,Il mago è stato protetto dallo gnomo.,is,AA-rev,passive,high,is_it_high,reversible,7
992,993,Lo stregone ha difeso il nano.,it,AA-rev,active,low,is_it_low,reversible,6
993,994,Il nano ha difeso lo stregone.,it,AA-rev,active,low,is_it_low,reversible,6
994,995,Il nano è stato difeso dallo stregone.,it,AA-rev,passive,low,is_it_low,reversible,7
995,996,Lo stregone è stato difeso dal nano.,it,AA-rev,passive,low,is_it_low,reversible,7
996,997,Lo studente ha confuso il professore.,iu,AA-rev,active,high,iu_iv_high,reversible,6
997,998,Il professore ha confuso lo studente.,iu,AA-rev,active,high,iu_iv_high,reversible,6
998,999,Il professore è stato confuso dallo studente.,iu,AA-rev,passive,high,iu_iv_high,reversible,7
999,1000,Lo studente è stato confuso dal professore.,iu,AA-rev,passive,high,iu_iv_high,reversible,7
1000,1001,Lo studioso ha disorientato il docente.,iv,AA-rev,active,low,iu_iv_low,reversible,6
1001,1002,Il docente ha disorientato lo studioso.,iv,AA-rev,active,low,iu_iv_low,reversible,6
1002,1003,Il docente è stato disorientato dallo studioso.,iv,AA-rev,passive,low,iu_iv_low,reversible,7
1003,1004,Lo studioso è stato disorientato dal docente.,iv,AA-rev,passive,low,iu_iv_low,reversible,7
1004,1005,L’invasore ha individuato la sentinella.,iw,AA-rev,active,low,iw_ix_low,reversible,5
1005,1006,La sentinella ha individuato l’invasore.,iw,AA-rev,active,low,iw_ix_low,reversible,5
1006,1007,La sentinella è stata individuata dall’invasore.,iw,AA-rev,passive,low,iw_ix_low,reversible,6
1007,1008,L’invasore è stato individuato dalla sentinella.,iw,AA-rev,passive,low,iw_ix_low,reversible,6
1008,1009,L’intruso ha avvistato la guardia.,ix,AA-rev,active,high,iw_ix_high,reversible,5
1009,1010,La guardia ha avvistato l’intruso.,ix,AA-rev,active,high,iw_ix_high,reversible,5
1010,1011,La guardia è stata avvistata dall’intruso.,ix,AA-rev,passive,high,iw_ix_high,reversible,6
1011,1012,L’intruso è stato avvistato dalla guardia.,ix,AA-rev,passive,high,iw_ix_high,reversible,6
1012,1013,Il fornitore ha rimborsato il venditore.,iy,AA-rev,active,high,iy_iz_high,reversible,6
1013,1014,Il venditore ha rimborsato il fornitore.,iy,AA-rev,active,high,iy_iz_high,reversible,6
1014,1015,Il venditore è stato rimborsato dal fornitore.,iy,AA-rev,passive,high,iy_iz_high,reversible,7
1015,1016,Il fornitore è stato rimborsato dal venditore.,iy,AA-rev,passive,high,iy_iz_high,reversible,7
1016,1017,Il grossista ha risarcito il commerciante.,iz,AA-rev,active,low,iy_iz_low,reversible,6
1017,1018,Il commerciante ha risarcito il grossista.,iz,AA-rev,active,low,iy_iz_low,reversible,6
1018,1019,Il commerciante è stato risarcito dal grossista.,iz,AA-rev,passive,low,iy_iz_low,reversible,7
1019,1020,Il grossista è stato risarcito dal commerciante.,iz,AA-rev,passive,low,iy_iz_low,reversible,7
1020,1021,L’accusatore ha affrontato il vandalo.,ja,AA-rev,active,high,ja_jb_high,reversible,5
1021,1022,Il vandalo ha affrontato l’accusatore.,ja,AA-rev,active,high,ja_jb_high,reversible,5
1022,1023,Il vandalo è stato affrontato dall’accusatore.,ja,AA-rev,passive,high,ja_jb_high,reversible,6
1023,1024,L’accusatore è stato affrontato dal vandalo.,ja,AA-rev,passive,high,ja_jb_high,reversible,6
1024,1025,Il querelante ha aggredito il delinquente.,jb,AA-rev,active,low,ja_jb_low,reversible,6
1025,1026,Il delinquente ha aggredito il querelante.,jb,AA-rev,active,low,ja_jb_low,reversible,6
1026,1027,Il delinquente è stato aggredito dal querelante.,jb,AA-rev,passive,low,ja_jb_low,reversible,7
1027,1028,Il querelante è stato aggredito dal delinquente.,jb,AA-rev,passive,low,ja_jb_low,reversible,7
1028,1029,Il burlone ha confuso l’idiota.,jc,AA-rev,active,high,jc_jd_high,reversible,5
1029,1030,L’idiota ha confuso il burlone.,jc,AA-rev,active,high,jc_jd_high,reversible,5
1030,1031,L’idiota è stato confuso dal burlone.,jc,AA-rev,passive,high,jc_jd_high,reversible,6
1031,1032,Il burlone è stato confuso dall’idiota.,jc,AA-rev,passive,high,jc_jd_high,reversible,6
1032,1033,Il truffatore ha sconcertato lo sciocco.,jd,AA-rev,active,low,jc_jd_low,reversible,6
1033,1034,Lo sciocco ha sconcertato il truffatore.,jd,AA-rev,active,low,jc_jd_low,reversible,6
1034,1035,Lo sciocco è stato sconcertato dal truffatore.,jd,AA-rev,passive,low,jc_jd_low,reversible,7
1035,1036,Il truffatore è stato sconcertato dallo sciocco.,jd,AA-rev,passive,low,jc_jd_low,reversible,7
1036,1037,Il manifestante ha citato il leader.,je,AA-rev,active,high,je_jf_high,reversible,6
1037,1038,Il leader ha citato il manifestante.,je,AA-rev,active,high,je_jf_high,reversible,6
1038,1039,Il leader è stato citato dal manifestante.,je,AA-rev,passive,high,je_jf_high,reversible,7
1039,1040,Il manifestante è stato citato dal leader.,je,AA-rev,passive,high,je_jf_high,reversible,7
1040,1041,Il picchettatore ha nominato il capo.,jf,AA-rev,active,low,je_jf_low,reversible,6
1041,1042,Il capo ha nominato il picchettatore.,jf,AA-rev,active,low,je_jf_low,reversible,6
1042,1043,Il capo è stato nominato dal picchettatore.,jf,AA-rev,passive,low,je_jf_low,reversible,7
1043,1044,Il picchettatore è stato nominato dal capo.,jf,AA-rev,passive,low,je_jf_low,reversible,7
1044,1045,Il postino ha respinto il tassista.,jg,AA-rev,active,high,jg_jh_high,reversible,6
1045,1046,Il tassista ha respinto il postino.,jg,AA-rev,active,high,jg_jh_high,reversible,6
1046,1047,Il tassista è stato respinto dal postino.,jg,AA-rev,passive,high,jg_jh_high,reversible,7
1047,1048,Il postino è stato respinto dal tassista.,jg,AA-rev,passive,high,jg_jh_high,reversible,7
1048,1049,Il portalettere ha disgustato il taxista.,jh,AA-rev,active,low,jg_jh_low,reversible,6
1049,1050,Il taxista ha disgustato il portalettere.,jh,AA-rev,active,low,jg_jh_low,reversible,6
1050,1051,Il taxista è stato disgustato dal portalettere.,jh,AA-rev,passive,low,jg_jh_low,reversible,7
1051,1052,Il portalettere è stato disgustato dal taxista.,jh,AA-rev,passive,low,jg_jh_low,reversible,7
1052,1053,Il concorrente ha agitato il rivale.,ji,AA-rev,active,high,ji_jk_high,reversible,6
1053,1054,Il rivale ha agitato il concorrente.,ji,AA-rev,active,high,ji_jk_high,reversible,6
1054,1055,Il rivale è stato agitato dal concorrente.,ji,AA-rev,passive,high,ji_jk_high,reversible,7
1055,1056,Il concorrente è stato agitato dal rivale.,ji,AA-rev,passive,high,ji_jk_high,reversible,7
1056,1057,Il contendente ha confuso l’avversario.,jk,AA-rev,active,low,ji_jk_low,reversible,5
1057,1058,L’avversario ha confuso il contendente.,jk,AA-rev,active,low,ji_jk_low,reversible,5
1058,1059,L’avversario è stato confuso dal contendente.,jk,AA-rev,passive,low,ji_jk_low,reversible,6
1059,1060,Il contendente è stato confuso dall’avversario.,jk,AA-rev,passive,low,ji_jk_low,reversible,6
1060,1061,L’ufficiale ha avvertito le autorità.,jl,AA-rev,active,high,jl_jm_high,reversible,5
1061,1062,Le autorità hanno avvertito l’ufficiale.,jl,AA-rev,active,high,jl_jm_high,reversible,5
1062,1063,Le autorità sono state avvertite dall’ufficiale.,jl,AA-rev,passive,high,jl_jm_high,reversible,6
1063,1064,L’ufficiale è stato avvertito dalle autorità.,jl,AA-rev,passive,high,jl_jm_high,reversible,6
1064,1065,Il vice ha notificato i superiori.,jm,AA-rev,active,low,jl_jm_low,reversible,6
1065,1066,I superiori hanno notificato il vice.,jm,AA-rev,active,low,jl_jm_low,reversible,6
1066,1067,I superiori sono stati notificati dal vice.,jm,AA-rev,passive,low,jl_jm_low,reversible,7
1067,1068,Il vice è stato notificato dai superiori.,jm,AA-rev,passive,low,jl_jm_low,reversible,7
1068,1069,Il macellaio ha tradito il cacciatore.,jn,AA-rev,active,,,reversible,6
1069,1070,Il cacciatore ha tradito il macellaio.,jn,AA-rev,active,,,reversible,6
1070,1071,Il cacciatore è stato tradito dal macellaio.,jn,AA-rev,passive,,,reversible,7
1071,1072,Il macellaio è stato tradito dal cacciatore.,jn,AA-rev,passive,,,reversible,7
1072,1073,Il botanico ha rispettato l'aiutante.,jo,AA-rev,active,high,jo_jp_high,reversible,5
1073,1074,L'aiutante ha rispettato il botanico.,jo,AA-rev,active,high,jo_jp_high,reversible,5
1074,1075,L'aiutante è stato rispettato dal botanico.,jo,AA-rev,passive,high,jo_jp_high,reversible,6
1075,1076,Il botanico è stato rispettato dall'aiutante.,jo,AA-rev,passive,high,jo_jp_high,reversible,6
1076,1077,Lo specialista in flora ha stimato il collaboratore.,jp,AA-rev,active,low,jo_jp_low,reversible,8
1077,1078,Il collaboratore ha stimato lo specialista in flora.,jp,AA-rev,active,low,jo_jp_low,reversible,8
1078,1079,Il collaboratore è stato stimato dallo specialista in flora.,jp,AA-rev,passive,low,jo_jp_low,reversible,9
1079,1080,Lo specialista in flora è stato stimato dal collaboratore.,jp,AA-rev,passive,low,jo_jp_low,reversible,9
1080,1081,Il bartender ha placato il direttore di sala.,jq,AA-rev,active,low,jq_jr_low,reversible,8
1081,1082,Il direttore di sala ha placato il bartender.,jq,AA-rev,active,low,jq_jr_low,reversible,8
1082,1083,Il direttore di sala è stato placato dal bartender.,jq,AA-rev,passive,low,jq_jr_low,reversible,9
1083,1084,Il bartender è stato placato dal direttore di sala.,jq,AA-rev,passive,low,jq_jr_low,reversible,9
1084,1085,Il barista ha calmato il cameriere.,jr,AA-rev,active,high,jq_jr_high,reversible,6
1085,1086,Il cameriere ha calmato il barista.,jr,AA-rev,active,high,jq_jr_high,reversible,6
1086,1087,Il cameriere è stato calmato dal barista.,jr,AA-rev,passive,high,jq_jr_high,reversible,7
1087,1088,Il barista è stato calmato dal cameriere.,jr,AA-rev,passive,high,jq_jr_high,reversible,7
1088,1089,Il furfante ha picchiato il protagonista.,js,AA-rev,active,high,js_jt_high,reversible,6
1089,1090,Il protagonista ha picchiato il furfante.,js,AA-rev,active,high,js_jt_high,reversible,6
1090,1091,Il protagonista è stato picchiato dal furfante.,js,AA-rev,passive,high,js_jt_high,reversible,7
1091,1092,Il furfante è stato picchiato dal protagonista.,js,AA-rev,passive,high,js_jt_high,reversible,7
1092,1093,Il mascalzone ha sconfitto il personaggio principale.,jt,AA-rev,active,low,js_jt_low,reversible,7
1093,1094,Il personaggio principale ha sconfitto il mascalzone.,jt,AA-rev,active,low,js_jt_low,reversible,7
1094,1095,Il personaggio principale è stato sconfitto dal mascalzone.,jt,AA-rev,passive,low,js_jt_low,reversible,8
1095,1096,Il mascalzone è stato sconfitto dal personaggio principale.,jt,AA-rev,passive,low,js_jt_low,reversible,8
1096,1097,Il sociologo ha accettato l’offerta.,ju,AI,active,,,possible,5
1097,1098,L’offerta ha accettato il sociologo.,ju,AI,active,,,impossible,5
1098,1099,L’offerta è stata accettata dal sociologo.,ju,AI,passive,,,possible,6
1099,1100,Il sociologo è stato accettato dall’offerta.,ju,AI,passive,,,impossible,6
1100,1101,Il fidanzato ha riempito il tacchino.,jv,AI,active,,,possible,6
1101,1102,Il tacchino ha riempito il fidanzato.,jv,AI,active,,,impossible,6
1102,1103,Il tacchino è stato riempito dal fidanzato.,jv,AI,passive,,,possible,7
1103,1104,Il fidanzato è stato riempito dal tacchino.,jv,AI,passive,,,impossible,7
1104,1105,L’assistente sociale ha posto la domanda.,jw,AI,active,,,possible,6
1105,1106,La domanda ha posto l’assistente sociale.,jw,AI,active,,,impossible,6
1106,1107,La domanda è stata posta dall’assistente sociale.,jw,AI,passive,,,possible,7
1107,1108,L’assistente sociale è stato posto dalla domanda.,jw,AI,passive,,,impossible,7
1108,1109,Lo scavatore ha piegato il filo.,jx,AI,active,,,possible,6
1109,1110,Il filo ha piegato lo scavatore.,jx,AI,active,,,impossible,6
1110,1111,Il filo è stato piegato dallo scavatore.,jx,AI,passive,,,possible,7
1111,1112,Lo scavatore è stato piegato dal filo.,jx,AI,passive,,,impossible,7
1112,1113,La biglietteria ha venduto i biglietti.,jy,AI,active,,,possible,6
1113,1114,I biglietti hanno venduto la biglietteria.,jy,AI,active,,,impossible,6
1114,1115,I biglietti sono stati venduti dalla biglietteria.,jy,AI,passive,,,possible,7
1115,1116,La biglietteria è stata venduta dai biglietti.,jy,AI,passive,,,impossible,7
1116,1117,Lo zio ha appeso lo specchio.,jz,AI,active,,,possible,6
1117,1118,Lo specchio ha appeso lo zio.,jz,AI,active,,,impossible,6
1118,1119,Lo specchio è stato appeso dallo zio.,jz,AI,passive,,,possible,7
1119,1120,Lo zio è stato appeso dallo specchio.,jz,AI,passive,,,impossible,7
1120,1121,L’assistente ha premuto il pulsante.,ka,AI,active,,,possible,5
1121,1122,Il pulsante ha premuto l’assistente.,ka,AI,active,,,impossible,5
1122,1123,Il pulsante è stato premuto dall’assistente.,ka,AI,passive,,,possible,6
1123,1124,L’assistente è stato premuto dal pulsante.,ka,AI,passive,,,impossible,6
1124,1125,Il barbone ha rubato la collana.,kb,AI,active,,,possible,6
1125,1126,La collana ha rubato il barbone.,kb,AI,active,,,impossible,6
1126,1127,La collana è stata rubata dal barbone.,kb,AI,passive,,,possible,7
1127,1128,Il barbone è stato rubato dalla collana.,kb,AI,passive,,,impossible,7
1128,1129,Il vasaio ha modellato l’argilla.,kc,AI,active,,,possible,5
1129,1130,L’argilla ha modellato il vasaio.,kc,AI,active,,,impossible,5
1130,1131,L’argilla è stata modellata dal vasaio.,kc,AI,passive,,,possible,6
1131,1132,Il vasaio è stato modellato dall’argilla.,kc,AI,passive,,,impossible,6
1132,1133,Il garante ha firmato il modulo.,kd,AI,active,,,possible,6
1133,1134,Il modulo ha firmato il garante.,kd,AI,active,,,impossible,6
1134,1135,Il modulo è stato firmato dal garante.,kd,AI,passive,,,possible,7
1135,1136,Il garante è stato firmato dal modulo.,kd,AI,passive,,,impossible,7
1136,1137,Il pantofolaio ha dimenticato l’ombrello.,ke,AI,active,,,possible,5
1137,1138,L’ombrello ha dimenticato il pantofolaio.,ke,AI,active,,,impossible,5
1138,1139,L’ombrello è stato dimenticato dal pantofolaio.,ke,AI,passive,,,possible,6
1139,1140,Il pantofolaio è stato dimenticato dall’ombrello.,ke,AI,passive,,,impossible,6
1140,1141,La fan ha assistito al concerto.,kf,AI,active,,,possible,6
1141,1142,Il concerto ha assistito alla fan.,kf,AI,active,,,impossible,6
1142,1143,Il concerto è stato seguito dalla fan.,kf,AI,passive,,,possible,7
1143,1144,La fan è stata seguita dal concerto.,kf,AI,passive,,,impossible,7
1144,1145,L’hacker ha memorizzato la password.,kg,AI,active,,,possible,5
1145,1146,La password ha memorizzato l’hacker.,kg,AI,active,,,impossible,5
1146,1147,La password è stata memorizzata dall’hacker.,kg,AI,passive,,,possible,6
1147,1148,L’hacker è stato memorizzato dalla password.,kg,AI,passive,,,impossible,6
1148,1149,Il soldato ha preparato la borsa.,kh,AI,active,,,possible,6
1149,1150,La borsa ha preparato il soldato.,kh,AI,active,,,impossible,6
1150,1151,La borsa è stata preparata dal soldato.,kh,AI,passive,,,possible,7
1151,1152,Il soldato è stato preparato dalla borsa.,kh,AI,passive,,,impossible,7
1152,1153,Il consigliere ha sottolineato le regole.,ki,AI,active,,,possible,6
1153,1154,Le regole hanno sottolineato il consigliere.,ki,AI,active,,,impossible,6
1154,1155,Le regole sono state sottolineate dal consigliere.,ki,AI,passive,,,possible,7
1155,1156,Il consigliere è stato sottolineato dalle regole.,ki,AI,passive,,,impossible,7
1156,1157,La sarta ha stirato la camicia.,kj,AI,active,,,possible,6
1157,1158,La camicia ha stirato la sarta.,kj,AI,active,,,impossible,6
1158,1159,La camicia è stata stirata dalla sarta.,kj,AI,passive,,,possible,7
1159,1160,La sarta è stata stirata dalla camicia.,kj,AI,passive,,,impossible,7
1160,1161,Il pasticcere ha distribuito lo zucchero.,kk,AI,active,,,possible,6
1161,1162,Lo zucchero ha distribuito il pasticcere.,kk,AI,active,,,impossible,6
1162,1163,Lo zucchero è stato distribuito dal pasticcere.,kk,AI,passive,,,possible,7
1163,1164,Il pasticcere è stato distribuito dallo zucchero.,kk,AI,passive,,,impossible,7
1164,1165,Il votante ha sigillato la busta.,kl,AI,active,,,possible,6
1165,1166,La busta ha sigillato il votante.,kl,AI,active,,,impossible,6
